样本索引,源视频文件名,预测标签,真实标签,吸吮行为次数,吸吮行为时长(秒),手脚活动次数,手脚活动时长(秒),皱眉次数,皱眉时长(秒),总行为次数,总持续时间(秒)
5593,2025-01-10 110622,中性,饱腹,0,0.0,1,1.0,0,0.0,12,67.0
5594,2025-01-10 110622,中性,饱腹,0,0.0,0,0.0,0,0.0,8,64.0
5595,2025-01-10 110622,中性,饱腹,0,0.0,0,0.0,0,0.0,8,64.0
5596,2025-01-10 110622,中性,饱腹,0,0.0,0,0.0,0,0.0,8,64.0
5597,2025-01-10 110622,中性,饱腹,0,0.0,0,0.0,0,0.0,8,64.0
5598,2025-01-10 110622,中性,饱腹,0,0.0,0,0.0,0,0.0,8,64.0
5599,2025-01-10 110622,中性,饱腹,0,0.0,0,0.0,0,0.0,10,211.0
5600,2025-01-10 110622,中性,饱腹,0,0.0,0,0.0,0,0.0,6,186.0
5601,2025-01-10 110622,中性,饱腹,0,0.0,0,0.0,0,0.0,6,186.0
5602,2025-01-10 110622,中性,饱腹,0,0.0,0,0.0,0,0.0,4,150.0
5603,2025-01-10 110622,中性,饱腹,0,0.0,0,0.0,0,0.0,6,209.0
5604,2025-01-10 110622,中性,饱腹,0,0.0,0,0.0,0,0.0,4,206.0
5606,2025-01-10 110622,中性,饱腹,0,0.0,0,0.0,0,0.0,2,59.0
5607,2025-01-10 110622,中性,饱腹,0,0.0,0,0.0,0,0.0,2,59.0
5608,2025-01-10 110622,中性,饱腹,0,0.0,0,0.0,0,0.0,2,59.0
5609,2025-01-10 110622,中性,饱腹,0,0.0,0,0.0,0,0.0,2,59.0
5611,2025-01-10 110622,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
5612,2025-01-10 110622,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
5613,2025-01-10 110622,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
5614,2025-01-10 110622,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5616,2025-01-10 110622,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5617,2025-01-10 110622,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5618,2025-01-10 110622,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5619,2025-01-10 110622,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5621,2025-01-10 110622,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5623,2025-01-10 110622,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5626,2025-01-10 110622,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5627,2025-01-10 110622,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5629,2025-01-10 110622,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5633,2025-01-10 110622,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5635,2025-01-10 110622,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5637,2025-01-10 110622,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5638,2025-01-10 110622,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5644,2025-01-10 111030,饥饿,微饿,1,5.0,7,46.0,2,5.0,19,54.0
5645,2025-01-10 111030,饥饿,微饿,2,7.0,10,65.0,2,4.0,24,72.0
5646,2025-01-10 111030,饥饿,微饿,2,7.0,13,80.0,3,5.0,30,87.0
5647,2025-01-10 111030,饥饿,微饿,2,7.0,13,80.0,3,5.0,30,87.0
5648,2025-01-10 111030,饥饿,微饿,2,7.0,12,63.0,3,5.0,28,70.0
5649,2025-01-10 111030,饥饿,微饿,2,7.0,12,63.0,3,5.0,28,70.0
5650,2025-01-10 111030,饥饿,微饿,2,7.0,7,37.0,2,3.0,18,44.0
5651,2025-01-10 111030,饥饿,微饿,2,7.0,7,37.0,2,3.0,18,44.0
5652,2025-01-10 111030,饥饿,微饿,2,7.0,6,34.0,2,3.0,16,41.0
5653,2025-01-10 111030,饥饿,微饿,2,7.0,6,34.0,2,3.0,16,41.0
5654,2025-01-10 111030,饥饿,微饿,1,2.0,5,23.0,2,3.0,12,25.0
5655,2025-01-10 111030,饥饿,微饿,0,0.0,2,8.0,1,1.0,4,8.0
5656,2025-01-10 111030,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
5657,2025-01-10 111030,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
5659,2025-01-10 111030,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
5660,2025-01-10 111030,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
5661,2025-01-10 111030,饱腹,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
5663,2025-01-10 111030,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
5668,2025-01-10 111030,微饿,饥饿,1,4.0,0,0.0,0,0.0,2,4.0
5669,2025-01-10 111030,微饿,饥饿,1,4.0,0,0.0,0,0.0,2,4.0
5670,2025-01-10 111030,微饿,饥饿,1,4.0,0,0.0,0,0.0,2,4.0
5671,2025-01-10 111030,微饿,饥饿,3,21.0,2,17.0,1,3.0,7,21.0
5686,2025-01-10 111030,微饿,饥饿,1,2.0,6,55.0,2,3.0,14,57.0
5687,2025-01-10 111030,微饿,饥饿,1,2.0,5,24.0,2,3.0,12,26.0
5701,2025-01-10 111030,中性,饱腹,0,0.0,0,0.0,0,0.0,4,209.0
5706,2025-01-10 111030,中性,饱腹,0,0.0,0,0.0,0,0.0,2,123.0
5707,2025-01-10 111030,中性,饱腹,0,0.0,0,0.0,0,0.0,2,123.0
5708,2025-01-10 111030,中性,饱腹,0,0.0,0,0.0,0,0.0,2,123.0
5709,2025-01-10 111030,中性,饱腹,0,0.0,0,0.0,0,0.0,2,123.0
5710,2025-01-10 111030,中性,饱腹,0,0.0,0,0.0,0,0.0,2,123.0
5711,2025-01-10 111030,中性,饱腹,0,0.0,0,0.0,0,0.0,2,123.0
5712,2025-01-10 111030,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
5713,2025-01-10 111030,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
5714,2025-01-10 111030,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
5716,2025-01-10 111030,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
5721,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5722,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5723,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5726,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5728,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5729,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5731,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5732,2025-01-10 111030,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5733,2025-01-10 111030,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5734,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5735,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5736,2025-01-10 111030,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5737,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5738,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5739,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5741,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5742,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5744,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5745,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5746,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5747,2025-01-10 111030,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5751,2025-01-13 134726,饥饿,微饿,0,0.0,15,189.0,12,167.0,47,194.0
5752,2025-01-13 134726,饥饿,微饿,0,0.0,15,207.0,10,143.0,44,212.0
5755,2025-01-13 134726,饥饿,微饿,0,0.0,9,160.0,5,96.0,26,165.0
5756,2025-01-13 134726,饥饿,微饿,0,0.0,9,160.0,4,91.0,24,160.0
5760,2025-01-13 134726,微饿,饥饿,0,0.0,10,111.0,1,4.0,24,111.0
5761,2025-01-13 134726,微饿,饥饿,0,0.0,9,75.0,1,4.0,22,75.0
5769,2025-01-13 134726,微饿,饥饿,0,0.0,8,78.0,3,13.0,21,82.0
5770,2025-01-13 134726,微饿,饥饿,0,0.0,7,68.0,3,13.0,19,72.0
5772,2025-01-13 134726,微饿,饥饿,0,0.0,6,47.0,3,13.0,17,51.0
5781,2025-01-13 134726,饱腹,饥饿,0,0.0,5,49.0,1,3.0,12,49.0
5782,2025-01-13 134726,饱腹,饥饿,0,0.0,6,70.0,1,3.0,14,70.0
5784,2025-01-13 134726,饱腹,饥饿,0,0.0,10,111.0,2,8.0,24,111.0
5785,2025-01-13 134726,饱腹,饥饿,0,0.0,10,111.0,2,8.0,24,111.0
5786,2025-01-13 134726,饱腹,饥饿,0,0.0,11,116.0,3,13.0,27,116.0
5805,2025-01-13 134726,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
5817,2025-01-13 134726,饱腹,中性,0,0.0,0,0.0,0,0.0,4,262.0
5836,2025-01-13 134726,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5837,2025-01-13 134726,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5840,2025-01-13 134726,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5841,2025-01-13 134726,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5842,2025-01-13 134726,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5843,2025-01-13 134726,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5844,2025-01-13 134726,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
5845,2025-01-13 134726,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5846,2025-01-13 134726,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
5847,2025-01-13 135429,饱腹,微饿,0,0.0,0,0.0,0,0.0,0,0.0
5848,2025-01-13 135429,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
5849,2025-01-13 135429,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
5850,2025-01-13 135429,饥饿,微饿,0,0.0,0,0.0,0,0.0,0,0.0
5856,2025-01-13 135429,饥饿,微饿,0,0.0,2,14.0,1,1.0,7,15.0
5862,2025-01-13 135429,饥饿,微饿,0,0.0,0,0.0,0,0.0,0,0.0
5863,2025-01-13 135429,饥饿,微饿,0,0.0,0,0.0,0,0.0,0,0.0
5864,2025-01-13 135429,饥饿,微饿,0,0.0,1,9.0,1,2.0,6,15.0
5865,2025-01-13 135429,饥饿,微饿,0,0.0,3,32.0,3,6.0,12,40.0
5866,2025-01-13 135429,饥饿,微饿,0,0.0,6,50.0,5,11.0,20,62.0
5868,2025-01-13 135429,饱腹,饥饿,0,0.0,6,50.0,5,11.0,20,62.0
5869,2025-01-13 135429,微饿,饥饿,0,0.0,6,50.0,5,11.0,20,62.0
5870,2025-01-13 135429,微饿,饥饿,0,0.0,6,50.0,5,11.0,20,62.0
5871,2025-01-13 135429,微饿,饥饿,0,0.0,6,50.0,5,11.0,20,62.0
5873,2025-01-13 135429,微饿,饥饿,0,0.0,6,50.0,6,13.0,22,64.0
5874,2025-01-13 135429,微饿,饥饿,0,0.0,5,41.0,5,11.0,16,49.0
5875,2025-01-13 135429,微饿,饥饿,0,0.0,2,9.0,3,7.0,8,15.0
5877,2025-01-13 135429,微饿,饥饿,1,2.0,0,0.0,1,2.0,4,4.0
5878,2025-01-13 135429,微饿,饥饿,1,2.0,0,0.0,1,2.0,4,4.0
5879,2025-01-13 135429,微饿,饥饿,1,2.0,0,0.0,1,2.0,4,4.0
5883,2025-01-13 135429,微饿,饥饿,2,6.0,0,0.0,0,0.0,4,6.0
5887,2025-01-13 135429,微饿,饥饿,2,14.0,0,0.0,0,0.0,4,14.0
5888,2025-01-13 135429,微饿,饥饿,2,14.0,1,2.0,0,0.0,6,16.0
5894,2025-01-13 135429,微饿,饥饿,1,10.0,1,2.0,0,0.0,4,12.0
5895,2025-01-13 135429,微饿,饥饿,0,0.0,1,2.0,0,0.0,2,2.0
5896,2025-01-13 135429,微饿,饥饿,0,0.0,2,7.0,1,4.0,6,11.0
5897,2025-01-13 135429,微饿,饥饿,0,0.0,2,7.0,1,4.0,6,11.0
5903,2025-01-13 135429,饥饿,饱腹,0,0.0,1,5.0,1,4.0,10,13.0
5905,2025-01-13 135429,中性,饱腹,0,0.0,1,5.0,1,4.0,16,59.0
5906,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,14,75.0
5907,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,16,91.0
5908,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,16,111.0
5909,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,16,111.0
5910,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,18,188.0
5911,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,16,187.0
5912,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,18,216.0
5913,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,16,214.0
5916,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,10,249.0
5917,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,8,228.0
5918,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,6,151.0
5919,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,10,247.0
5920,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,10,247.0
5921,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,8,218.0
5922,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,6,131.0
5923,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,6,131.0
5924,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,8,270.0
5925,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,8,274.0
5926,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,6,192.0
5927,2025-01-13 135429,中性,饱腹,0,0.0,0,0.0,0,0.0,8,258.0
5949,2025-01-14 134643,饥饿,微饿,10,20.0,0,0.0,0,0.0,20,20.0
5950,2025-01-14 134643,饥饿,微饿,11,23.0,0,0.0,0,0.0,22,23.0
5952,2025-01-14 134643,饥饿,微饿,13,27.0,0,0.0,0,0.0,26,27.0
5958,2025-01-14 134643,饥饿,微饿,13,27.0,0,0.0,0,0.0,26,27.0
5959,2025-01-14 134643,饥饿,微饿,11,22.0,0,0.0,0,0.0,22,22.0
5964,2025-01-14 134643,饥饿,微饿,12,21.0,0,0.0,0,0.0,24,21.0
5965,2025-01-14 134643,饥饿,微饿,12,20.0,0,0.0,0,0.0,24,20.0
5968,2025-01-14 134643,微饿,饥饿,13,22.0,0,0.0,0,0.0,26,22.0
5975,2025-01-14 134643,微饿,饥饿,8,21.0,0,0.0,0,0.0,16,21.0
5978,2025-01-14 134643,微饿,饥饿,4,14.0,0,0.0,0,0.0,8,14.0
5979,2025-01-14 134643,微饿,饥饿,4,14.0,0,0.0,0,0.0,8,14.0
5983,2025-01-14 134643,微饿,饥饿,0,0.0,0,0.0,1,4.0,2,4.0
5985,2025-01-14 134643,微饿,饥饿,1,6.0,3,23.0,1,4.0,8,27.0
5987,2025-01-14 134643,微饿,饥饿,1,6.0,3,23.0,1,4.0,8,27.0
5989,2025-01-14 134643,微饿,饥饿,1,6.0,3,23.0,1,4.0,8,27.0
5991,2025-01-14 134643,微饿,饥饿,1,6.0,3,23.0,1,18.0,8,41.0
5995,2025-01-14 134643,微饿,饥饿,1,2.0,1,12.0,1,18.0,6,32.0
5997,2025-01-14 134643,饱腹,饥饿,1,2.0,5,84.0,4,71.0,18,104.0
6018,2025-01-14 134643,中性,饱腹,0,0.0,0,0.0,0,0.0,4,24.0
6021,2025-01-14 134643,中性,饱腹,0,0.0,0,0.0,0,0.0,4,24.0
6022,2025-01-14 134643,中性,饱腹,0,0.0,0,0.0,0,0.0,2,205.0
6023,2025-01-14 134643,中性,饱腹,0,0.0,0,0.0,0,0.0,2,205.0
6024,2025-01-14 134643,中性,饱腹,0,0.0,0,0.0,0,0.0,2,205.0
6025,2025-01-14 134643,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
6027,2025-01-14 134643,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
6028,2025-01-14 134643,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
6029,2025-01-14 134643,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
6030,2025-01-14 134643,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
6045,2025-01-14 134643,饱腹,中性,0,0.0,0,0.0,0,0.0,2,93.0
6047,2025-01-14 134643,饱腹,中性,0,0.0,0,0.0,0,0.0,2,93.0
6059,2025-01-14 134951,饥饿,微饿,1,3.0,1,29.0,0,0.0,4,32.0
6060,2025-01-14 134951,饥饿,微饿,1,3.0,1,29.0,0,0.0,4,32.0
6067,2025-01-14 134951,饥饿,微饿,0,0.0,1,29.0,1,1.0,4,30.0
6068,2025-01-14 134951,饥饿,微饿,0,0.0,0,0.0,1,1.0,2,1.0
6070,2025-01-14 134951,饥饿,微饿,0,0.0,0,0.0,2,5.0,4,5.0
6071,2025-01-14 134951,饥饿,微饿,0,0.0,1,9.0,4,20.0,9,20.0
6073,2025-01-14 134951,饥饿,微饿,0,0.0,4,35.0,6,34.0,18,50.0
6074,2025-01-14 134951,饥饿,微饿,0,0.0,5,41.0,7,55.0,22,77.0
6079,2025-01-14 134951,饥饿,微饿,0,0.0,5,41.0,7,57.0,22,79.0
6082,2025-01-14 134951,微饿,饥饿,0,0.0,1,6.0,3,28.0,8,34.0
6083,2025-01-14 134951,微饿,饥饿,0,0.0,1,6.0,1,3.0,4,9.0
6087,2025-01-14 134951,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
6089,2025-01-14 134951,微饿,饥饿,0,0.0,2,48.0,1,34.0,5,48.0
6096,2025-01-14 134951,微饿,饥饿,1,4.0,7,93.0,4,93.0,20,139.0
6097,2025-01-14 134951,微饿,饥饿,1,4.0,7,93.0,4,93.0,20,139.0
6098,2025-01-14 134951,微饿,饥饿,1,4.0,5,45.0,3,59.0,15,91.0
6099,2025-01-14 134951,微饿,饥饿,1,4.0,4,27.0,3,59.0,13,73.0
6100,2025-01-14 134951,微饿,饥饿,1,4.0,2,19.0,2,52.0,9,65.0
6101,2025-01-14 134951,微饿,饥饿,1,4.0,2,19.0,1,10.0,7,23.0
6103,2025-01-14 134951,微饿,饥饿,1,4.0,0,0.0,0,0.0,2,4.0
6104,2025-01-14 134951,微饿,饥饿,1,4.0,0,0.0,0,0.0,2,4.0
6112,2025-01-14 134951,饥饿,饱腹,0,0.0,7,88.0,3,22.0,16,89.0
6122,2025-01-14 134951,中性,饱腹,0,0.0,0,0.0,0,0.0,4,200.0
6123,2025-01-14 134951,中性,饱腹,0,0.0,0,0.0,0,0.0,2,90.0
6124,2025-01-14 134951,中性,饱腹,0,0.0,0,0.0,0,0.0,2,90.0
6125,2025-01-14 134951,中性,饱腹,0,0.0,0,0.0,0,0.0,2,90.0
6126,2025-01-14 134951,中性,饱腹,0,0.0,0,0.0,0,0.0,2,90.0
6127,2025-01-14 134951,中性,饱腹,0,0.0,0,0.0,0,0.0,2,90.0
6128,2025-01-14 134951,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
6140,2025-01-14 134951,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
6141,2025-01-14 134951,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
6142,2025-01-14 134951,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
6151,2025-01-14 134951,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
6153,2025-01-14 134951,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
6155,2025-01-14 134951,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
6161,2025-01-14 134951,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
6165,2025-01-14 134951,饥饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
6173,2025-01-15 132037,饥饿,微饿,1,6.0,1,14.0,0,0.0,4,20.0
6175,2025-01-15 132037,饥饿,微饿,1,13.0,1,14.0,2,3.0,8,30.0
6177,2025-01-15 132037,饥饿,微饿,2,16.0,1,14.0,4,6.0,14,36.0
6179,2025-01-15 132037,饥饿,微饿,2,16.0,0,0.0,5,10.0,14,26.0
6180,2025-01-15 132037,饥饿,微饿,2,16.0,0,0.0,5,10.0,14,26.0
6181,2025-01-15 132037,饥饿,微饿,2,16.0,0,0.0,5,10.0,14,26.0
6182,2025-01-15 132037,饥饿,微饿,2,16.0,0,0.0,5,10.0,14,26.0
6183,2025-01-15 132037,饥饿,微饿,2,16.0,0,0.0,5,10.0,14,26.0
6184,2025-01-15 132037,饥饿,微饿,2,16.0,0,0.0,4,8.0,12,24.0
6185,2025-01-15 132037,饥饿,微饿,2,6.0,0,0.0,3,7.0,10,13.0
6186,2025-01-15 132037,饥饿,微饿,1,3.0,0,0.0,2,5.0,6,8.0
6187,2025-01-15 132037,饥饿,微饿,1,3.0,0,0.0,1,4.0,4,7.0
6188,2025-01-15 132037,饥饿,微饿,1,3.0,0,0.0,0,0.0,2,3.0
6189,2025-01-15 132037,饥饿,微饿,1,3.0,0,0.0,0,0.0,2,3.0
6190,2025-01-15 132037,饥饿,微饿,1,3.0,0,0.0,0,0.0,2,3.0
6191,2025-01-15 132037,饥饿,微饿,1,3.0,0,0.0,0,0.0,2,3.0
6192,2025-01-15 132037,饥饿,微饿,1,3.0,0,0.0,0,0.0,2,3.0
6193,2025-01-15 132037,饥饿,微饿,1,3.0,0,0.0,0,0.0,2,3.0
6194,2025-01-15 132037,饥饿,微饿,1,3.0,0,0.0,0,0.0,2,3.0
6195,2025-01-15 132037,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
6196,2025-01-15 132037,中性,微饿,0,0.0,0,0.0,0,0.0,0,0.0
6197,2025-01-15 132037,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
6198,2025-01-15 132037,中性,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
6199,2025-01-15 132037,饱腹,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
6200,2025-01-15 132037,微饿,饥饿,0,0.0,0,0.0,0,0.0,0,0.0
6205,2025-01-15 132037,微饿,饥饿,0,0.0,0,0.0,2,6.0,4,6.0
6209,2025-01-15 132037,微饿,饥饿,2,19.0,0,0.0,2,6.0,8,25.0
6211,2025-01-15 132037,微饿,饥饿,4,24.0,0,0.0,1,2.0,10,26.0
6215,2025-01-15 132037,微饿,饥饿,5,27.0,3,15.0,0,0.0,16,42.0
6220,2025-01-15 132037,微饿,饥饿,10,26.0,3,15.0,0,0.0,26,41.0
6221,2025-01-15 132037,微饿,饥饿,12,31.0,2,4.0,0,0.0,28,35.0
6222,2025-01-15 132037,微饿,饥饿,14,46.0,2,4.0,0,0.0,32,50.0
6224,2025-01-15 132037,微饿,饥饿,19,68.0,1,2.0,0,0.0,40,70.0
6225,2025-01-15 132037,微饿,饥饿,21,71.0,0,0.0,0,0.0,42,71.0
6226,2025-01-15 132037,微饿,饥饿,23,77.0,0,0.0,0,0.0,46,77.0
6242,2025-01-15 132037,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
6243,2025-01-15 132037,饥饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
6245,2025-01-15 132037,微饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
6246,2025-01-15 132037,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
6249,2025-01-15 132037,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
6250,2025-01-15 132037,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
6252,2025-01-15 132037,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
6254,2025-01-15 132037,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
6255,2025-01-15 132037,微饿,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
6256,2025-01-15 132037,中性,饱腹,0,0.0,0,0.0,0,0.0,0,0.0
6259,2025-01-15 132037,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
6261,2025-01-15 132037,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
6264,2025-01-15 132037,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
6265,2025-01-15 132037,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
6266,2025-01-15 132037,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
6267,2025-01-15 132037,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
6272,2025-01-15 132037,微饿,中性,0,0.0,0,0.0,0,0.0,0,0.0
6289,2025-01-16 133206,饥饿,微饿,0,0.0,3,32.0,0,0.0,7,32.0
6295,2025-01-16 133206,饥饿,微饿,0,0.0,2,17.0,0,0.0,4,17.0
6298,2025-01-16 133206,饥饿,微饿,0,0.0,1,6.0,0,0.0,2,6.0
6301,2025-01-16 133206,饱腹,微饿,0,0.0,0,0.0,0,0.0,0,0.0
6302,2025-01-16 133206,饱腹,微饿,0,0.0,0,0.0,0,0.0,0,0.0
6303,2025-01-16 133206,饱腹,微饿,0,0.0,0,0.0,0,0.0,0,0.0
6305,2025-01-16 133206,饥饿,微饿,0,0.0,0,0.0,0,0.0,0,0.0
6306,2025-01-16 133206,饥饿,微饿,0,0.0,0,0.0,0,0.0,0,0.0
6308,2025-01-16 133206,饥饿,微饿,0,0.0,1,14.0,0,0.0,2,14.0
6329,2025-01-16 133206,微饿,饥饿,0,0.0,7,112.0,3,14.0,14,112.0
6331,2025-01-16 133206,微饿,饥饿,0,0.0,7,118.0,3,14.0,14,118.0
6335,2025-01-16 133206,微饿,饥饿,0,0.0,5,108.0,2,12.0,10,108.0
6336,2025-01-16 133206,微饿,饥饿,0,0.0,6,129.0,2,12.0,12,129.0
6357,2025-01-16 133206,中性,饱腹,0,0.0,0,0.0,0,0.0,4,91.0
6358,2025-01-16 133206,中性,饱腹,0,0.0,0,0.0,0,0.0,2,85.0
6359,2025-01-16 133206,中性,饱腹,0,0.0,0,0.0,0,0.0,2,138.0
6360,2025-01-16 133206,中性,饱腹,0,0.0,0,0.0,0,0.0,2,138.0
6362,2025-01-16 133206,中性,饱腹,0,0.0,0,0.0,0,0.0,2,138.0
6363,2025-01-16 133206,中性,饱腹,0,0.0,0,0.0,0,0.0,2,138.0
6366,2025-01-16 133206,中性,饱腹,0,0.0,0,0.0,0,0.0,2,169.0
6368,2025-01-16 133206,中性,饱腹,0,0.0,0,0.0,0,0.0,2,169.0
6369,2025-01-16 133206,饱腹,中性,0,0.0,0,0.0,0,0.0,2,169.0
6370,2025-01-16 133206,饱腹,中性,0,0.0,0,0.0,0,0.0,0,0.0
